drug	drug_action	KDT	KDT_name	Drug_effect_simplified
Turoctocog alfa pegol	binder	7450	VWF	Ligand
"Antihemophilic factor (recombinant), PEGylated"	binder	7450	VWF	Ligand
Lonoctocog alfa	binder	7450	VWF	Ligand
Susoctocog alfa	binding	7450	VWF	Ligand
Allopurinol	inhibitor	7498	XDH	Inhibitor
Febuxostat	inhibitor	7498	XDH	Inhibitor
Selinexor	inhibitor	7514	XPO1	Inhibitor
Dasatinib	inhibitor	7525	YES1	Inhibitor
Vinblastine	binder	7846	TUBA1A	Ligand
Mebendazole	inhibitor	7846	TUBA1A	Inhibitor
Plerixafor	antagonist|inhibitor	7852	CXCR4	Activator
Taurine	agonist	8001	GLRA3	Activator
Agkistrodon piscivorus antivenin	antagonist	8399	PLA2G10	Inhibitor
Crotalus adamanteus antivenin	antagonist	8399	PLA2G10	Inhibitor
Orlistat	inhibitor	8513	LIPF	Inhibitor
Pyridoxine	ligand	8566	PDXK	Ligand
Lenalidomide	inhibitor	8600	TNFSF11	Inhibitor
Denosumab	antibody	8600	TNFSF11	Modulator
Hydralazine	inhibitor	8639	AOC3	Inhibitor
Theophylline	inhibitor	8654	PDE5A	Inhibitor
Tadalafil	inhibitor	8654	PDE5A	Inhibitor
Avanafil	inhibitor	8654	PDE5A	Inhibitor
Vardenafil	inhibitor	8654	PDE5A	Inhibitor
Sildenafil	inhibitor	8654	PDE5A	Inhibitor
Dipyridamole	inhibitor	8654	PDE5A	Inhibitor
Udenafil	inhibitor	8654	PDE5A	Inhibitor
Spesolimab	antagonist	8808	IL1RL2	Inhibitor
Vorinostat	inhibitor	8841	HDAC3	Inhibitor
Niacin	agonist	8843	HCAR3	Activator
Erlotinib	agonist	8856	NR1I2	Activator
Amlodipine	inhibitor	8911	CACNA1I	Inhibitor
Paramethadione	inhibitor	8911	CACNA1I	Inhibitor
Cinnarizine	inhibitor	8911	CACNA1I	Inhibitor
Zonisamide	inhibitor	8911	CACNA1I	Inhibitor
Flunarizine	inhibitor	8911	CACNA1I	Inhibitor
Isradipine	inhibitor	8912	CACNA1H	Inhibitor
Zonisamide	inhibitor	8912	CACNA1H	Inhibitor
Cinnarizine	inhibitor	8912	CACNA1H	Inhibitor
Flunarizine	inhibitor	8912	CACNA1H	Inhibitor
Methsuximide	inhibitor	8913	CACNA1G	Inhibitor
Ethosuximide	inhibitor	8913	CACNA1G	Inhibitor
Flunarizine	inhibitor	8913	CACNA1G	Inhibitor
Cinnarizine	inhibitor	8913	CACNA1G	Inhibitor
Trimethadione	inhibitor	8913	CACNA1G	Inhibitor
Zonisamide	inhibitor	8913	CACNA1G	Inhibitor
Acarbose	inhibitor	8972	MGAM	Inhibitor
Miglitol	antagonist|inhibitor	8972	MGAM	Activator
Levomenthol	inducer	8989	TRPA1	Activator
Fluciclovine (18F)	binder	9056	SLC7A7	Ligand
Isradipine	inhibitor	9254	CACNA2D2	Inhibitor
Dalfampridine	antagonist	9312	KCNB2	Inhibitor
Teduglutide	agonist	9340	GLP2R	Activator
Probenecid	inhibitor	9356	SLC22A6	Inhibitor
Probenecid	inhibitor	9376	SLC22A8	Inhibitor
alpha-Linolenic acid	ligand	9415	FADS2	Ligand
Zoledronic acid	inhibitor	9453	GGPS1	Inhibitor
Ibandronate	inhibitor	9453	GGPS1	Inhibitor
Netarsudil	inhibitor	9475	ROCK2	Inhibitor
Belumosudil	inhibitor	9475	ROCK2	Inhibitor
Baclofen	agonist	9568	GABBR2	Activator
Amphetamine	agonist	9607	CARTPT	Activator
Valproic acid	inhibitor	9734	HDAC9	Inhibitor
Dimethyl fumarate	binder	9817	KEAP1	Ligand
Brivaracetam	unknown	9900	SV2A	other
Levetiracetam	agonist	9900	SV2A	Activator
Obeticholic acid	agonist	9971	NR1H4	Activator
Vorinostat	inhibitor	10013	HDAC6	Inhibitor
Talazoparib	inhibitor	10038	PARP2	Inhibitor
Rucaparib	inhibitor	10038	PARP2	Inhibitor
Olaparib	inhibitor	10038	PARP2	Inhibitor
Niraparib	inhibitor	10038	PARP2	Inhibitor
Olaparib	inhibitor	10039	PARP3	Inhibitor
Rucaparib	inhibitor	10039	PARP3	Inhibitor
Nicorandil	activator	10060	ABCC9	Activator
Cyclosporine	binder	10105	PPIF	Ligand
Rimegepant	antagonist	10203	CALCRL	Inhibitor
Ubrogepant	antagonist	10203	CALCRL	Inhibitor
Atogepant	antagonist	10203	CALCRL	Inhibitor
Galsulfase	unknown	10226	PLIN3	other
Pramlintide	agonist	10266	RAMP2	Activator
Pramlintide	agonist	10267	RAMP1	Activator
Pramlintide	agonist	10268	RAMP3	Activator
Dextromethorphan	agonist	10280	SIGMAR1	Activator
Pentazocine	agonist	10280	SIGMAR1	Activator
Ixabepilone	inhibitor	10381	TUBB3	Inhibitor
Mebendazole	inhibitor	10383	TUBB4B	Inhibitor
Tetradecyl hydrogen sulfate (ester)	antagonist	10544	PROCR	Inhibitor
Belimumab	antibody	10673	TNFSF13B	Modulator
Zafirlukast	antagonist	10800	CYSLTR1	Inhibitor
Montelukast	antagonist	10800	CYSLTR1	Inhibitor
Nedocromil	antagonist	10800	CYSLTR1	Inhibitor
Triflusal	antagonist	10846	PDE10A	Inhibitor
Dipyridamole	inhibitor	10846	PDE10A	Inhibitor
Moxonidine	agonist	11188	NISCH	Activator
Betahistine	antagonist	11255	HRH3	Inhibitor
Histamine	agonist	11255	HRH3	Activator
Pitolisant	antagonist|inverse agonist	11255	HRH3	Activator
Zonisamide	inhibitor	11280	SCN11A	Inhibitor
Miglitol	antagonist	23193	GANAB	Inhibitor
Niacin	binder	23475	QPRT	Ligand
Levocabastine	partial antagonist	23620	NTSR2	Activator
Acetazolamide	inhibitor	23632	CA14	Inhibitor
Acetylcysteine	activator	23657	SLC7A11	Activator
Riluzole	inducer	23657	SLC7A11	Activator
Auranofin	inhibitor	25824	PRDX5	Inhibitor
Thiamine	substrate	27010	TPK1	Activator
Isoflurane	inhibitor	27032	ATP2C1	Inhibitor
Evinacumab	inhibitor|binder|antibody	27329	ANGPTL3	Inhibitor
Durvalumab	inhibitor|antibody	29126	CD274	Inhibitor
Atezolizumab	inhibitor|antibody	29126	CD274	Inhibitor
Avelumab	inhibitor|antibody	29126	CD274	Inhibitor
Ezetimibe	inhibitor	29881	NPC1L1	Inhibitor
Cladribine	inhibitor	50484	RRM2B	Inhibitor
Trifluoperazine	antagonist	50632	CALY	Inhibitor
Romosozumab	inhibitor	50964	SOST	Inhibitor
Vinblastine	binder	51174	TUBD1	Ligand
Vinblastine	binder	51175	TUBE1	Ligand
Lenalidomide	inhibitor	51185	CRBN	Inhibitor
Pomalidomide	inhibitor	51185	CRBN	Inhibitor
Imiquimod	agonist	51284	TLR7	Activator
Hydroxychloroquine	antagonist	51284	TLR7	Inhibitor
Halothane	binder	51305	KCNK9	Ligand
Doxapram	inhibitor	51305	KCNK9	Inhibitor
Guselkumab	blocker	51561	IL23A	Inhibitor
Ozanimod	agonist	53637	S1PR5	Activator
Fingolimod	modulator	53637	S1PR5	Inhibitor
Hydroxychloroquine	antagonist	54106	TLR9	Inhibitor
Cladribine	inhibitor	54107	POLE3	Inhibitor
Lumasiran	antisense oligonucleotide	54363	HAO1	Activator
Roxadustat	inhibitor	54583	EGLN1	Inhibitor
Masoprocol	inhibitor	54822	TRPM7	Inhibitor
Crofelemer	antagonist	55107	ANO1	Inhibitor
Riboflavin	ligand	55312	RFK	Ligand
Zonisamide	inhibitor	55800	SCN3B	Inhibitor
Lesinurad	inhibitor	55867	SLC22A11	Inhibitor
Probenecid	inhibitor	55867	SLC22A11	Inhibitor
Cladribine	inhibitor	56655	POLE4	Inhibitor
Trimethaphan	antagonist	57053	CHRNA10	Inhibitor
Pentolinium	antagonist	57053	CHRNA10	Inhibitor
Nedocromil	antagonist	57105	CYSLTR2	Inhibitor
Bumetanide	inhibitor	57468	SLC12A5	Inhibitor
Elotuzumab	modulator	57823	SLAMF7	Inhibitor
Pheniramine	inverse agonist	59340	HRH4	Modulator
Mifamurtide	ligand	64127	NOD2	Ligand
Ticagrelor	inhibitor	64805	P2RY12	Inhibitor
Cangrelor	inhibitor	64805	P2RY12	Inhibitor
Ticlopidine	antagonist	64805	P2RY12	Inhibitor
Epoprostenol	agonist	64805	P2RY12	Activator
Clopidogrel	antagonist	64805	P2RY12	Inhibitor
Prasugrel	antagonist	64805	P2RY12	Inhibitor
Phenindione	inhibitor	79001	VKORC1	Inhibitor
Dicoumarol	inhibitor	79001	VKORC1	Inhibitor
Acenocoumarol	inhibitor	79001	VKORC1	Inhibitor
Warfarin	inhibitor	79001	VKORC1	Inhibitor
Menadione	cofactor	79001	VKORC1	other
Phenprocoumon	inhibitor	79001	VKORC1	Inhibitor
Levomenthol	inducer	79054	TRPM8	Activator
gamma-Hydroxybutyric acid	agonist	79581	SLC52A2	Activator
Sevoflurane	activator	79714	CCDC51	Activator
Docetaxel	unknown	81027	TUBB1	other
Cabazitaxel	binder	81027	TUBB1	Ligand
Vindesine	inhibitor	81027	TUBB1	Inhibitor
Paclitaxel	inhibitor	81027	TUBB1	Inhibitor
Omega-3-carboxylic acids	antagonist	84649	DGAT2	Inhibitor
Fish oil	agonist	84649	DGAT2	Activator
Fluciclovine (18F)	binder	84889	SLC7A3	Ligand
Tezepelumab	binder|antibody	85480	TSLP	Inhibitor
Methadone	agonist	89832	CHRFAM7A	Activator
Galantamine	allosteric modulator	89832	CHRFAM7A	Modulator
Nicotine	agonist	89832	CHRFAM7A	Activator
Roxadustat	inhibitor	112398	EGLN2	Inhibitor
Roxadustat	inhibitor	112399	EGLN3	Inhibitor
Bimekizumab	antibody	112744	IL17F	Modulator
Lesinurad	inhibitor	116085	SLC22A12	Inhibitor
Sulfinpyrazone	inhibitor	116085	SLC22A12	Inhibitor
Ethanol	antagonist	116443	GRIN3A	Inhibitor
Profenamine	antagonist	116443	GRIN3A	Inhibitor
Ketamine	antagonist	116443	GRIN3A	Inhibitor
Procaine	antagonist	116443	GRIN3A	Inhibitor
Dextromethorphan	antagonist	116443	GRIN3A	Inhibitor
Orphenadrine	antagonist	116443	GRIN3A	Inhibitor
Amantadine	antagonist	116443	GRIN3A	Inhibitor
Orphenadrine	antagonist	116444	GRIN3B	Inhibitor
Irinotecan	inhibitor	116447	TOP1MT	Inhibitor
Telotristat ethyl	antagonist	121278	TPH2	Inhibitor
Botulinum toxin type B	unknown	127833	SYT2	other
Amphetamine	agonist	134864	TAAR1	Activator
Menadione	cofactor	154807	VKORC1L1	other
Levomenthol	inducer	162514	TRPV3	Activator
Vincristine	inhibitor	203068	TUBB	Inhibitor
Podofilox	inhibitor	203068	TUBB	Inhibitor
Vinblastine	binder	203068	TUBB	Ligand
Tirbanibulin	inhibitor	203068	TUBB	Inhibitor
Vinflunine	inhibitor	203068	TUBB	Inhibitor
Colchicine	inhibitor|binder	203068	TUBB	Inhibitor
Vinorelbine	antagonist|inhibitor	203068	TUBB	Activator
Inclisiran	antisense oligonucleotide	255738	PCSK9	Activator
Alirocumab	inhibitor	255738	PCSK9	Inhibitor
Evolocumab	inhibitor	255738	PCSK9	Inhibitor
Niacin	agonist	338442	HCAR2	Activator
Fish oil	agonist|inhibits downstream inflammation cascades	338557	FFAR4	Activator
Creatine	ligand	548596	CKMT1A	Ligand
